TITLE = "M6 WING - SURFACE PRESSURE DISTRIBUTIONS - TEST 2308 0.8395 3.0600  0.117E+08"
VARIABLES = "NP", "X/L", "Y/b", "Z/L", "Cp"
ZONE T="Section  1", I =   34, j=1, F=POINT
    17    9.47270E-01    9.00000E-01    7.55000E-03    1.56000E-01
    16    9.85060E-01    9.00000E-01    2.66000E-03    2.11000E-01
ZONE T="Section  6", I =   45, j=1, F=POINT
    15    9.49530E-01    9.60000E-01   -7.34000E-03    1.26000E-01
    14    8.49340E-01    9.60000E-01   -1.82300E-02    2.10000E-02
    13    7.49630E-01    9.60000E-01   -2.85400E-02   -5.60000E-02
    12    6.49800E-01    9.60000E-01   -3.71400E-02   -1.21000E-01
    11    5.49550E-01    9.60000E-01   -4.39600E-02   -1.73000E-01
    10    4.49980E-01    9.60000E-01   -4.81400E-02   -2.40000E-01
     9    3.49900E-01    9.60000E-01   -4.88000E-02   -2.54000E-01
     8    2.49970E-01    9.60000E-01   -4.64500E-02   -3.01000E-01
     7    1.50160E-01    9.60000E-01   -4.07800E-02   -2.93000E-01
     6    1.00190E-01    9.60000E-01   -3.62400E-02   -2.41000E-01
     5    6.52100E-02    9.60000E-01   -3.19800E-02   -1.70000E-01
     4    3.99900E-02    9.60000E-01   -2.80300E-02   -1.58000E-01
     3    1.98500E-02    9.60000E-01   -2.26800E-02   -7.40000E-02
     2    5.67000E-03    9.60000E-01   -1.30500E-02    5.10000E-01
     1    6.80000E-04    9.60000E-01    4.49000E-03    6.90000E-01
    45    1.90000E-03    9.60000E-01    7.49000E-03    2.29000E-01
    44    6.23000E-03    9.60000E-01    1.36500E-02   -1.52000E-01
    43    1.20900E-02    9.60000E-01    1.85100E-02   -5.98000E-01
    42    1.98300E-02    9.60000E-01    2.26800E-02   -9.83000E-01
    41    2.99100E-02    9.60000E-01    2.58400E-02   -1.19600E+00
    40    4.97200E-02    9.60000E-01    2.96700E-02   -1.22700E+00
    39    7.48800E-02    9.60000E-01    3.32900E-02   -1.17700E+00
    38    9.99100E-02    9.60000E-01    3.62000E-02   -1.13400E+00
    37    1.39830E-01    9.60000E-01    3.99400E-02   -1.12700E+00
    36    1.79990E-01    9.60000E-01    4.27200E-02   -1.13600E+00
    35    2.20100E-01    9.60000E-01    4.51400E-02   -5.59000E-01
    34    2.59960E-01    9.60000E-01    4.68100E-02   -2.82000E-01
    33    2.99940E-01    9.60000E-01    4.79900E-02   -1.59000E-01
    32    3.40080E-01    9.60000E-01    4.86900E-02   -1.79000E-01
    31    3.79940E-01    9.60000E-01    4.89100E-02   -2.18000E-01
    30    4.19880E-01    9.60000E-01    4.86700E-02   -2.38000E-01
    29    4.59760E-01    9.60000E-01    4.79000E-02   -2.42000E-01
    28    4.99940E-01    9.60000E-01    4.64900E-02   -2.16000E-01
    27    5.39880E-01    9.60000E-01    4.45000E-02   -1.97000E-01
    26    5.79910E-01    9.60000E-01    4.21000E-02   -1.52000E-01
    25    6.19700E-01    9.60000E-01    3.93900E-02   -1.26000E-01
    24    6.59790E-01    9.60000E-01    3.63500E-02   -1.04000E-01
    23    6.99760E-01    9.60000E-01    3.30800E-02   -7.40000E-02
    22    7.39700E-01    9.60000E-01    2.94600E-02   -5.60000E-02
    21    7.79620E-01    9.60000E-01    2.56700E-02   -2.70000E-02
    20    8.19650E-01    9.60000E-01    2.15400E-02    9.00000E-03
    19    8.59800E-01    9.60000E-01    1.70700E-02    4.00000E-02
    18    8.99770E-01    9.60000E-01    1.24100E-02    7.20000E-02
    17    9.48610E-01    9.60000E-01    7.42000E-03    1.22000E-01
    16    9.84620E-01    9.60000E-01    2.72000E-03    1.78000E-01
ZONE T="Section  7", I =   45, j=1, F=POINT
    15    9.49460E-01    9.90000E-01   -7.35000E-03    7.00000E-02
    14    8.49580E-01    9.90000E-01   -1.82100E-02   -9.00000E-03
    13    7.50020E-01    9.90000E-01   -2.85000E-02   -7.20000E-02
    12    6.49570E-01    9.90000E-01   -3.71500E-02   -1.18000E-01
    11    5.49670E-01    9.90000E-01   -4.39800E-02   -1.65000E-01
    10    4.49700E-01    9.90000E-01   -4.81600E-02   -2.17000E-01
     9    3.49730E-01    9.90000E-01   -4.87900E-02   -2.30000E-01
     8    2.49760E-01    9.90000E-01   -4.64500E-02   -2.74000E-01
     7    1.49960E-01    9.90000E-01   -4.07600E-02   -3.18000E-01
     6    1.00390E-01    9.90000E-01   -3.62700E-02   -3.42000E-01
     5    6.53600E-02    9.90000E-01   -3.20000E-02   -3.76000E-01
     4    4.02500E-02    9.90000E-01   -2.81300E-02   -3.36000E-01
     3    1.98500E-02    9.90000E-01   -2.26600E-02   -2.27000E-01
